"protein","RNA","corr.coef","conf.level","conf.low","conf.high","statistic","p.value","method","n.obs","factor","fact_lvl"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",0.105324121394023,0.95,0.0915007250707842,0.119106933697015,1361493815277.85,"< 0.001","Spearman correlation",20901,"day","3"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.172962187536569,0.95,0.159389071216308,0.186469925502425,1258564015858.29,"< 0.001","Spearman correlation",20901,"day","3"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.134691803621345,0.95,0.120961300863586,0.148370776117773,1316802862187.84,"< 0.001","Spearman correlation",20901,"day","3"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.169764981187309,0.95,0.15617714104234,0.183288579026822,1263429438940.29,"< 0.001","Spearman correlation",20901,"day","3"
"CD86","CD86 RNA (ENSG00000114013_CD86)",0.089158482739454,0.95,0.0752942719402163,0.102988229343255,1386094251675.56,"< 0.001","Spearman correlation",20901,"day","3"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.064831792123057,0.95,0.0509199584511765,0.0787184704641884,1423113958602.28,"< 0.001","Spearman correlation",20901,"day","3"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.108225882296587,0.95,0.0944105876433517,0.121999500934928,1357077993172.07,"< 0.001","Spearman correlation",20901,"day","3"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0935658424709145,0.95,0.0797120331144994,0.107383513322635,1379387249553.81,"< 0.001","Spearman correlation",20901,"day","3"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.105164773202885,0.95,0.0913409388195135,0.118948083592705,1361736307091.81,"< 0.001","Spearman correlation",20901,"day","3"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.10701691052033,0.95,0.093198211749291,0.120794387982814,1358917774075.5,"< 0.001","Spearman correlation",20901,"day","3"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0839934293074529,0.95,0.0701177214435916,0.0978366402622637,1393954291798.92,"< 0.001","Spearman correlation",20901,"day","3"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.0805965416529144,0.95,0.0667136798566522,0.0944482032354466,1399123584548.89,"< 0.001","Spearman correlation",20901,"day","3"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0604215966438455,0.95,0.0465029033213119,0.0743168328294902,1429825276089.09,"< 0.001","Spearman correlation",20901,"day","3"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0682929638923122,0.95,0.0543868949789677,0.0821725467671901,1417846840006.44,"< 0.001","Spearman correlation",20901,"day","3"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.0711846673554751,0.95,0.0572836718202665,0.085058066548677,1413446323042.86,"< 0.001","Spearman correlation",20901,"day","3"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.0857377995292558,0.95,0.0718658909458288,0.0995765461990621,1391299755865.48,"< 0.001","Spearman correlation",20901,"day","3"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.0741154888626197,0.95,0.0602198741902947,0.0879823832895239,1408986277286.54,"< 0.001","Spearman correlation",20901,"day","3"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.0868070462977384,0.95,0.0729375086937769,0.100643014660835,1389672604740.58,"< 0.001","Spearman correlation",20901,"day","3"
"CD101","CD101 RNA (ENSG00000134256_CD101)",0.0715139945411733,0.95,0.0576135916443204,0.0853866747341668,1412945161742.71,"< 0.001","Spearman correlation",20901,"day","3"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.0389218410058577,0.95,0.0249774984924766,0.0528510407259861,1462543028999.47,"< 0.001","Spearman correlation",20901,"day","3"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",0.0611885697135426,0.95,0.0472710302505934,0.0750823565053053,1428658116991.76,"< 0.001","Spearman correlation",20901,"day","3"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0556458800029954,0.95,0.0417203722486218,0.0695497726538613,1437092833900.27,"< 0.001","Spearman correlation",20901,"day","3"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.0940799077350514,0.95,0.0802273470237451,0.107896134926533,1378604958788.51,"< 0.001","Spearman correlation",20901,"day","3"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",0.0614523796592793,0.95,0.0475352408852741,0.0753456641287864,1428256658074.49,"< 0.001","Spearman correlation",20901,"day","3"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",0.079685917843345,0.95,0.0658011931766384,0.0935397902824023,1400509347498.82,"< 0.001","Spearman correlation",20901,"day","3"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.0594461881929329,0.95,0.0455260512111107,0.0733432440075112,1431309626572.93,"< 0.001","Spearman correlation",20901,"day","3"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.0720872939662927,0.95,0.0581879299894354,0.0859587153093212,1412072730016.02,"< 0.001","Spearman correlation",20901,"day","3"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.0431520344069663,0.95,0.0292117170035516,0.0570755690696119,1456105633859.21,"< 0.001","Spearman correlation",20901,"day","3"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.049300510730568,0.95,0.035366935877772,0.0632149224873697,1446749047090.6,"< 0.001","Spearman correlation",20901,"day","3"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.0938305671303763,0.95,0.0799773998553962,0.107647495467821,1378984398649.67,"< 0.001","Spearman correlation",20901,"day","3"
"CD134","CD134 RNA (ENSG00000186827_TNFRSF4)",0.045616288863575,0.95,0.0316785468725727,0.05953629360034,1452355597357.54,"< 0.001","Spearman correlation",20901,"day","3"
"CD119","CD119 RNA (ENSG00000027697_IFNGR1)",0.0458606133114401,0.95,0.0319231359184413,0.0597802588473712,1451983790949.6,"< 0.001","Spearman correlation",20901,"day","3"
"CD25","CD25 RNA (ENSG00000134460_IL2RA)",0.0420893741886713,0.95,0.028147998588884,0.0560143788535055,1457722761748.26,"< 0.001","Spearman correlation",20901,"day","3"
"CD14","CD14 RNA (ENSG00000170458_CD14)",0.0370941577465845,0.95,0.0231482309251125,0.0510256508390666,1465324348484.31,"< 0.001","Spearman correlation",20901,"day","3"
"CD45RO","CD45RO RNA (ENSG00000081237_PTPRC)",0.0135308408167543,0.95,-0.000427151835929243,0.0274835621882075,1501182373758.65,"0.0504474503107231","Spearman correlation",20901,"day","3"
"HLA-E","HLA-E RNA (ENSG00000204592_HLA-E)",-0.00533046509504436,0.95,-0.0192869420846549,0.0086280888332357,1529885004466.64,"0.440947488740142","Spearman correlation",20901,"day","3"
"CD352","CD352 RNA (ENSG00000162739_SLAMF6)",0.0247696354324007,0.95,0.0108154627083724,0.0387141626721809,1484079476803.14,"< 0.001","Spearman correlation",20901,"day","3"
"CD141","CD141 RNA (ENSG00000178726_THBD)",0.0440582225690833,0.95,0.0301188324903723,0.0579804788276794,1454726620958.9,"< 0.001","Spearman correlation",20901,"day","3"
"CD79b","CD79b RNA (ENSG00000007312_CD79B)",0.0234353626159685,0.95,0.00948055180740499,0.0373810469290451,1486109937477.12,"< 0.001","Spearman correlation",20901,"day","3"
"CD2","CD2 RNA (ENSG00000116824_CD2)",0.0127445695387183,0.95,-0.00121355831804559,0.0266977323235397,1502378900353.11,"0.0654064679231849","Spearman correlation",20901,"day","3"
"CD226","CD226 RNA (ENSG00000150637_CD226)",0.00763876015692674,0.95,-0.00631982564991239,0.0215943697203801,1510148784465.93,"0.269463358736039","Spearman correlation",20901,"day","3"
"CD328","CD328 RNA (ENSG00000168995_SIGLEC7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD20","CD20 RNA (ENSG00000156738_MS4A1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD107a","CD107a RNA (ENSG00000185896_LAMP1)",0.066210024139892,0.95,0.0523004458100186,0.0800939170308031,1421016601993.25,"< 0.001","Spearman correlation",20901,"day","3"
"CD11b","CD11b RNA (ENSG00000169896_ITGAM)",0.0150312149490665,0.95,0.00107352820016811,0.0289830461589872,1498899144546.16,"0.0297741228829095","Spearman correlation",20901,"day","3"
"CD49a","CD49a RNA (ENSG00000213949_ITGA1)",0.0304875669046516,0.95,0.0165366919946461,0.0444265734770873,1475378081670.21,"< 0.001","Spearman correlation",20901,"day","3"
"CD278","CD278 RNA (ENSG00000163600_ICOS)",0.0195626664554836,0.95,0.00560628529416476,0.0335114280066207,1492003302881.32,"0.00467943197881386","Spearman correlation",20901,"day","3"
"CD83","CD83 RNA (ENSG00000112149_CD83)",0.0278711674519429,0.95,0.0139186701591569,0.0418128132730663,1479359648356.36,"< 0.001","Spearman correlation",20901,"day","3"
"CD195","CD195 RNA (ENSG00000160791_CCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD274","CD274 RNA (ENSG00000120217_CD274)",0.00347640372244942,0.95,-0.0104820168798015,0.0174334697721294,1516482947125.32,"0.615272716391819","Spearman correlation",20901,"day","3"
"CD270","CD270 RNA (ENSG00000157873_TNFRSF14)",-0.00128727560094626,0.95,-0.0152449136650347,0.01267086404489,1523732186868.85,"0.852372087186969","Spearman correlation",20901,"day","3"
"CD335","CD335 RNA (ENSG00000189430_NCR1)",0.0367193235359538,0.95,0.0227730833326328,0.0506512754664575,1465894761157.47,"< 0.001","Spearman correlation",20901,"day","3"
"CD154","CD154 RNA (ENSG00000102245_CD40LG)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD172a","CD172a RNA (ENSG00000198053_SIRPA)",0.00473705630683194,0.95,-0.0092214653908766,0.0186937322680024,1514564519750.78,"0.493465369053965","Spearman correlation",20901,"day","3"
"CD27","CD27 RNA (ENSG00000139193_CD27)",0.0210755988417489,0.95,0.0071197812976385,0.0350232079970582,1489700962853.95,"0.00231066167914086","Spearman correlation",20901,"day","3"
"CD122","CD122 RNA (ENSG00000100385_IL2RB)",0.0119598721573664,0.95,-0.00199837342059821,0.0259134582780925,1503573031833.71,"0.0838057938806753","Spearman correlation",20901,"day","3"
"IgD","IgD RNA (ENSG00000211898_IGHD)",0.00399828941659462,0.95,-0.00996017841858081,0.0179551993567389,1515688755438.86,"0.563259013257133","Spearman correlation",20901,"day","3"
"CD163","CD163 RNA (ENSG00000177575_CD163)",0.00330011471012805,0.95,-0.0106582882193299,0.0172572317750659,1516751219027.71,"0.633307842155082","Spearman correlation",20901,"day","3"
"CD268","CD268 RNA (ENSG00000159958_TNFRSF13C)",0.00399938932382461,0.95,-0.0099590786028684,0.0179562989269319,1515687081629.47,"0.563151665837826","Spearman correlation",20901,"day","3"
"CD161","CD161 RNA (ENSG00000111796_KLRB1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD146","CD146 RNA (ENSG00000076706_MCAM)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD21","CD21 RNA (ENSG00000117322_CR2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD19","CD19 RNA (ENSG00000177455_CD19)",-0.00573633851520355,0.95,-0.0196926737556387,0.00822223179657452,1530502651778.42,"0.406951698479975","Spearman correlation",20901,"day","3"
"CD303","CD303 RNA (ENSG00000198178_CLEC4C)",-0.00228271969670417,0.95,-0.0162401142339864,0.0116755642899439,1525247027060.96,"0.741401816658463","Spearman correlation",20901,"day","3"
"CD94","CD94 RNA (ENSG00000134539_KLRD1)",0.0117114061522838,0.95,-0.00224687311663287,0.02566512273722,1503951140752.61,"0.0904372628493332","Spearman correlation",20901,"day","3"
"CD23","CD23 RNA (ENSG00000104921_FCER2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD85j","CD85j RNA (ENSG00000104972_LILRB1)",-0.0103145422235358,0.95,-0.0242689602139481,0.00364389436582547,1537469639693.29,"0.135924159140625","Spearman correlation",20901,"day","3"
"CD185","CD185 RNA (ENSG00000160683_CXCR5)",-0.0119514618713108,0.95,-0.0259050524362596,0.00200678487524217,1539960660217.98,"0.0840236394518311","Spearman correlation",20901,"day","3"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",0.00419110857137953,0.95,-0.00976737479130648,0.0181479589114828,1515395328407.93,"0.544592810892084","Spearman correlation",20901,"day","3"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",0.00130086889987073,0.95,-0.0126572729032801,0.0152585038247175,1519793617812.53,"0.850831368206379","Spearman correlation",20901,"day","3"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",-0.000885336348920194,0.95,-0.0148430649063465,0.0130727371765461,1523120526468.88,"0.898159242545577","Spearman correlation",20901,"day","3"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",-0.0054676808865903,0.95,-0.0194241104686277,0.00849087909511023,1530093815787.05,"0.42927610514836","Spearman correlation",20901,"day","3"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",20901,"day","3"
"CD24","CD24 RNA (ENSG00000272398_CD24)",-0.019849364269803,0.95,-0.0337979123460496,-0.00589308500266012,1551979476782,"0.00410771727594654","Spearman correlation",20901,"day","3"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",-0.0436779403686874,0.95,-0.0576007358958636,-0.029738158341777,1588241166362.88,"< 0.001","Spearman correlation",20901,"day","3"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.00898262724467917,0.95,-0.022937663329613,0.00497590860818679,1535442767113.46,"0.194087092087893","Spearman correlation",20901,"day","3"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.0584066919635303,0.95,-0.0723056578067446,-0.0444850457707135,1610654986476.58,"< 0.001","Spearman correlation",20901,"day","3"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.645295266988511,0.95,0.63822073887265,0.652260819152945,1318012386103.66,"< 0.001","Spearman correlation",28145,"day","4"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.57928874355065,0.95,0.571240799406696,0.587225310303655,1563279526229.26,"< 0.001","Spearman correlation",28145,"day","4"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.649976878089953,0.95,0.642975462050558,0.656869668016516,1300616448456.5,"< 0.001","Spearman correlation",28145,"day","4"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.58179914112953,0.95,0.573786259200393,0.589700653680862,1553951387089.66,"< 0.001","Spearman correlation",28145,"day","4"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.457986967777167,0.95,0.448429011976167,0.467440195082939,2014012849036.77,"< 0.001","Spearman correlation",28145,"day","4"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.426256261085181,0.95,0.416362748081906,0.436048841153078,2131917857196.07,"< 0.001","Spearman correlation",28145,"day","4"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.477038506102086,0.95,0.467693851334982,0.486276534540008,1943221113969.18,"< 0.001","Spearman correlation",28145,"day","4"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",0.436340659923961,0.95,0.426551123606823,0.446027973622336,2094446232661.84,"< 0.001","Spearman correlation",28145,"day","4"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.443463887827696,0.95,0.433749294144594,0.453075394230257,2067977731589.26,"< 0.001","Spearman correlation",28145,"day","4"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.402025932797326,0.95,0.391892742601003,0.412061593085921,2221952947880.12,"< 0.001","Spearman correlation",28145,"day","4"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.35582428647031,0.95,0.345273785048582,0.366284861640326,2393629095532.24,"< 0.001","Spearman correlation",28145,"day","4"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.377898902226688,0.95,0.367541293746884,0.388162776497644,2311604204749.51,"< 0.001","Spearman correlation",28145,"day","4"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.381098911206265,0.95,0.370770250975844,0.391333311301954,2299713606518.93,"< 0.001","Spearman correlation",28145,"day","4"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.379297756186995,0.95,0.368952771443204,0.389548775988549,2306406341077.43,"< 0.001","Spearman correlation",28145,"day","4"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.365933400739786,0.95,0.355469760877888,0.376305332002519,2356065633363.06,"< 0.001","Spearman correlation",28145,"day","4"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.230807180113526,0.95,0.219387992466651,0.242163139228535,2858167849368.78,"< 0.001","Spearman correlation",28145,"day","4"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.298383220134427,0.95,0.287386404114881,0.309301382655463,2607068697138.13,"< 0.001","Spearman correlation",28145,"day","4"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",0.151580278067491,0.95,0.139806926279767,0.163310776551405,3152559292422.67,"< 0.001","Spearman correlation",28145,"day","4"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.2431027356094,0.95,0.231752148191433,0.254387136025346,2812480005566.98,"< 0.001","Spearman correlation",28145,"day","4"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.196794498843067,0.95,0.185204641463555,0.208329617225148,2984552222135.55,"< 0.001","Spearman correlation",28145,"day","4"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.160660877719649,0.95,0.148920407698596,0.172356059050322,3118817586431.94,"< 0.001","Spearman correlation",28145,"day","4"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.209986958182857,0.95,0.198459969489696,0.221455864384713,2935531661667.16,"< 0.001","Spearman correlation",28145,"day","4"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.159014380733728,0.95,0.147267800536262,0.170716112156947,3124935642435.03,"< 0.001","Spearman correlation",28145,"day","4"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.166178715330639,0.95,0.154459200309434,0.177851472945479,3098314397049.47,"< 0.001","Spearman correlation",28145,"day","4"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.168030049333386,0.95,0.156317730148274,0.179695120284754,3091435207347.89,"< 0.001","Spearman correlation",28145,"day","4"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.145243462228046,0.95,0.133448345638922,0.15699743795738,3176105642351.34,"< 0.001","Spearman correlation",28145,"day","4"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.13055098510637,0.95,0.118709139897149,0.142355698114864,3230699971173.81,"< 0.001","Spearman correlation",28145,"day","4"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.167925342500741,0.95,0.156212614124299,0.179590850376843,3091824277155.79,"< 0.001","Spearman correlation",28145,"day","4"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.212145634945466,0.95,0.200629334947966,0.223603311291135,2927510447271.3,"< 0.001","Spearman correlation",28145,"day","4"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.132981786381295,0.95,0.121147311975688,0.144778461847361,3221667596101.43,"< 0.001","Spearman correlation",28145,"day","4"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.193544481706865,0.95,0.181939783705377,0.205095273676073,2996628640750.54,"< 0.001","Spearman correlation",28145,"day","4"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.103138742080167,0.95,0.0912236580119197,0.115024299572069,3332558425479.38,"< 0.001","Spearman correlation",28145,"day","4"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.153867359904487,0.95,0.14210210195915,0.165589149063013,3144060950256.21,"< 0.001","Spearman correlation",28145,"day","4"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.134314009864868,0.95,0.122483635678093,0.146106220276669,3216717318056.08,"< 0.001","Spearman correlation",28145,"day","4"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",0.156440151234152,0.95,0.144684149450898,0.168151993530381,3134500968322.59,"< 0.001","Spearman correlation",28145,"day","4"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.148733951235989,0.95,0.136950703159332,0.160475113911808,3163135677989.81,"< 0.001","Spearman correlation",28145,"day","4"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.121211792811094,0.95,0.109342956929341,0.133046070353245,3265402556100.92,"< 0.001","Spearman correlation",28145,"day","4"
